Gene.ID	Gene.Symbol	Protein	Gene.description	EarlyOnset_Alzheimer.s.vs..EarlyOnset_Non_demented.foldChange	EarlyOnset_Alzheimer.s.vs..EarlyOnset_Non_demented.pValue	LateOnset_Alzheimer.s.vs..LateOnset_Non_demented.foldChange	LateOnset_Alzheimer.s.vs..LateOnset_Non_demented.pValue
ENSG00000131409	LRRC4B	sp|Q9NT99|LRC4B_HUMAN	leucine rich repeat containing 4B	-0.10989565948384	0.803333745059009	-0.267084158362801	0.334715502540481
ENSG00000131435	PDLIM4	sp|P50479|PDLI4_HUMAN	PDZ and LIM domain 4	-0.0273197316309558	0.912244653440589	0.109061340994442	0.425829417315731
ENSG00000131437	KIF3A	sp|Q9Y496|KIF3A_HUMAN	kinesin family member 3A	-0.0950223057092548	0.700761519772186	0.0675364351318421	0.682658604168577
ENSG00000131469	RPL27	sp|P61353|RL27_HUMAN	ribosomal protein L27	0.218655475679119	0.368721031387094	-0.168144182181663	0.292182293441488
ENSG00000131473	ACLY	sp|P53396|ACLY_HUMAN	ATP citrate lyase	0.0314719368092256	0.839750416134829	0.143834534311547	0.143826633710101
ENSG00000131475	VPS25	sp|Q9BRG1|VPS25_HUMAN	vacuolar protein sorting 25 homolog	-0.125533826384652	0.34754370297128	0.0838907444236293	0.336125273471776
ENSG00000131495	NDUFA2	sp|O43678|NDUA2_HUMAN	NADH:ubiquinone oxidoreductase subunit A2	0.0615282419079813	0.605640167536348	-0.568299457010798	0.00107051677048
ENSG00000131558	EXOC4	sp|Q96A65|EXOC4_HUMAN	exocyst complex component 4	-0.0512351535107172	0.87216511684128	0.0514554771972466	0.780423467274709
ENSG00000131711	MAP1B	sp|P46821|MAP1B_HUMAN	microtubule associated protein 1B	-0.00711793262622253	0.940296350577202	0.134466573203788	0.0278491786888162
ENSG00000131725	WDR44	sp|Q5JSH3|WDR44_HUMAN	WD repeat domain 44	-0.146575413347899	0.643946420101624	0.0612452789795226	0.774372973245794
ENSG00000131773	KHDRBS3	sp|O75525|KHDR3_HUMAN	KH RNA binding domain containing, signal transduction associated 3	0.200672558567073	0.211864044175782	0.487165991864065	0.0040292799877255
ENSG00000131828	PDHA1	sp|P08559|ODPA_HUMAN	pyruvate dehydrogenase E1 subunit alpha 1	-0.0678958362072043	0.422718768224487	-0.219251453549257	0.00866627928153635
ENSG00000131966	ACTR10	sp|Q9NZ32|ARP10_HUMAN	actin related protein 10	-0.476207930996675	0.354672322782048	0.247971926172658	0.45594869725041
ENSG00000131981	LGALS3	sp|P17931|LEG3_HUMAN	galectin 3	-0.108465041250653	0.822035022502152	0.304171635384184	0.299222086044511
ENSG00000132002	DNAJB1	sp|P25685|DNJB1_HUMAN	DnaJ heat shock protein family (Hsp40) member B1	-0.183952006638066	0.619777081564996	-0.153617670798345	0.5315704664889
ENSG00000132153	DHX30	sp|Q7L2E3|DHX30_HUMAN	DExH-box helicase 30	-0.130269865876199	0.53008026095253	-0.415848540639082	0.0211186464101105
ENSG00000132254	ARFIP2	sp|P53365|ARFP2_HUMAN	ADP ribosylation factor interacting protein 2	-0.147344229161798	0.57627708746511	0.0378776151986955	0.832908257017018
ENSG00000132305	IMMT	sp|Q16891|MIC60_HUMAN	inner membrane mitochondrial protein	0.00367827423927498	0.991911736772499	-0.517533964486866	0.0161069019136989
ENSG00000132330	SCLY	sp|Q96I15|SCLY_HUMAN	selenocysteine lyase	0.72551127316139	0.605640167536348	-0.692163133142137	0.461890705345261
ENSG00000132341	RAN	sp|P62826|RAN_HUMAN	RAN, member RAS oncogene family	-0.0656435943742579	0.551459502406099	-0.128750585468119	0.105958307136712
ENSG00000132359	RAP1GAP2	sp|Q684P5|RPGP2_HUMAN	RAP1 GTPase activating protein 2	0.00236126367405613	0.991323839201835	-0.154326765616015	0.135494200125781
ENSG00000132376	INPP5K	sp|Q9BT40|INP5K_HUMAN	inositol polyphosphate-5-phosphatase K	-0.102022522642438	0.858366246211603	-0.338663050510428	0.342574706114826
ENSG00000132434	LANCL2	sp|Q9NS86|LANC2_HUMAN	LanC like 2	0.0859832878816438	0.564997659720151	0.11912052210626	0.241272147954337
ENSG00000132470	ITGB4	sp|P16144|ITB4_HUMAN	integrin subunit beta 4	-0.0910338746227713	0.721891293095423	0.0630200375237376	0.707713214321831
ENSG00000132471	WBP2	sp|Q969T9|WBP2_HUMAN	WW domain binding protein 2	-0.0321578298767378	0.746282640637589	0.050850628093078	0.427358407149427
ENSG00000132535	DLG4	sp|P78352|DLG4_HUMAN	discs large MAGUK scaffold protein 4	0.0103106877293939	0.944502481312166	-0.211561136662224	0.0296895610369275
ENSG00000132541	RIDA	sp|P52758|RIDA_HUMAN	reactive intermediate imine deaminase A homolog	0.0645892400254458	0.689288894650977	0.0657181845306146	0.524754663122458
ENSG00000132563	REEP2	sp|Q9BRK0|REEP2_HUMAN	receptor accessory protein 2	0.157208342087683	0.339758239515525	-0.217541388429602	0.0717627777158315
ENSG00000132589	FLOT2	sp|Q14254|FLOT2_HUMAN	flotillin 2	-0.097472842215699	0.63920370568409	0.0992730690955029	0.466263412349696
ENSG00000132612	VPS4A	sp|Q9UN37|VPS4A_HUMAN	vacuolar protein sorting 4 homolog A	-0.147079482657439	0.589102651945648	0.0483162140132807	0.793830272467363
ENSG00000132622	HSPA12B	sp|Q96MM6|HS12B_HUMAN	heat shock protein family A (Hsp70) member 12B	0.102317909488136	0.108358021838138	0.148057450816087	0.00768987474840746
ENSG00000132639	SNAP25	sp|P60880|SNP25_HUMAN	synaptosome associated protein 25	-0.160616627007727	0.137601274398361	0.151169266662412	0.0449863019599329
ENSG00000132688	NES	sp|P48681|NEST_HUMAN	nestin	-0.109762306002882	0.617017858989258	-0.090752961134978	0.528541903909909
ENSG00000132692	BCAN	sp|Q96GW7|PGCB_HUMAN	brevican	-0.00709508058978751	0.965934116781008	-0.175838637468904	0.0482471393725223
ENSG00000132694	ARHGEF11	sp|O15085|ARHGB_HUMAN	Rho guanine nucleotide exchange factor 11	-0.322786507370554	0.0915250158346013	0.118653061657329	0.273134085802769
ENSG00000132702	HAPLN2	sp|Q9GZV7|HPLN2_HUMAN	hyaluronan and proteoglycan link protein 2	-0.0413148606932883	0.895510728450481	0.307270699634223	0.0969337742497359
ENSG00000132718	SYT11	sp|Q9BT88|SYT11_HUMAN	synaptotagmin 11	-0.537040657659854	0.0512297854876091	-0.255819718458109	0.0911108790024432
ENSG00000132792	CTNNBL1	sp|Q8WYA6|CTBL1_HUMAN	catenin beta like 1	-0.0417973489444918	0.904327323999016	0.00603089145309584	0.979841050003072
ENSG00000132912	DCTN4	sp|Q9UJW0|DCTN4_HUMAN	dynactin subunit 4	0.00163613908327417	0.987870010280006	-0.133723962862812	0.0385736474457772
ENSG00000133026	MYH10	sp|P35580|MYH10_HUMAN	myosin heavy chain 10	-0.077918217694697	0.186216439333962	0.140446419127855	0.00881074617890979
ENSG00000133083	DCLK1	sp|O15075|DCLK1_HUMAN	doublecortin like kinase 1	0.127845042380538	0.0869335305416248	-0.0479344085291776	0.254055257914706
ENSG00000133313	CNDP2	sp|Q96KP4|CNDP2_HUMAN	carnosine dipeptidase 2	-0.0209029149755817	0.78654814636048	0.173066353204563	0.0123970736330631
ENSG00000133318	RTN3	sp|O95197|RTN3_HUMAN	reticulon 3	0.0805935110914434	0.339724369763761	0.204669719380512	0.0100489883703028
ENSG00000133401	PDZD2	sp|O15018|PDZD2_HUMAN	PDZ domain containing 2	-0.239955250993963	0.265243581459399	0.387619351054861	0.0250209297028221
ENSG00000133612	AGAP3	sp|Q96P47|AGAP3_HUMAN	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	0.0474910181563454	0.745143374778038	-0.0108547243102207	0.911794851419718
ENSG00000133706	LARS1	sp|Q9P2J5|SYLC_HUMAN	leucyl-tRNA synthetase 1	-0.220156196757114	0.248799256519794	0.0912806709132615	0.465835817106037
ENSG00000133731	IMPA1	sp|P29218|IMPA1_HUMAN	inositol monophosphatase 1	0.0118190262527425	0.947692336998593	0.222046240669324	0.0424320276136839
ENSG00000133742	CA1	sp|P00915|CAH1_HUMAN	carbonic anhydrase 1	0.0728008271644688	0.50354802252342	-0.0147247726871907	0.840934427741199
ENSG00000133789	SWAP70	sp|Q9UH65|SWP70_HUMAN	switching B cell complex subunit SWAP70	-0.120979328183897	0.382393066906691	-0.257658151314857	0.0249447410148876
ENSG00000133805	AMPD3	sp|Q01432|AMPD3_HUMAN	adenosine monophosphate deaminase 3	0.131697301970377	0.289707304948091	-0.0703443219867995	0.378244790853372
ENSG00000133818	RRAS2	sp|P62070|RRAS2_HUMAN	RAS related 2	-0.483835719213933	0.0740147325921338	-0.205243818145898	0.174008804571355
ENSG00000133835	HSD17B4	sp|P51659|DHB4_HUMAN	hydroxysteroid 17-beta dehydrogenase 4	0.101016970915876	0.272836897498411	-0.223482296970969	0.00906524292242788
ENSG00000133943	DGLUCY	sp|Q7Z3D6|GLUCM_HUMAN	D-glutamate cyclase	-0.100250664193867	0.637679443832837	0.604822680198152	0.00591651353021717
ENSG00000133961	NUMB	sp|P49757|NUMB_HUMAN	NUMB endocytic adaptor protein	-0.464876105838391	0.509766874145753	-0.258389870641031	0.559115470012487
ENSG00000133985	TTC9	sp|Q92623|TTC9A_HUMAN	tetratricopeptide repeat domain 9	0.0622402929860281	0.728003073686232	-0.108379350053089	0.348103783979223
ENSG00000134001	EIF2S1	sp|P05198|IF2A_HUMAN	eukaryotic translation initiation factor 2 subunit alpha	0.0670998049581944	0.592714467012999	-0.380241006015055	0.00504287250346865
ENSG00000134014	ELP3	sp|Q9H9T3|ELP3_HUMAN	elongator acetyltransferase complex subunit 3	-0.135434731618126	0.3222505860149	-0.25343603258136	0.0241701477011017
ENSG00000134108	ARL8B	sp|Q9NVJ2|ARL8B_HUMAN	ADP ribosylation factor like GTPase 8B	0.168750655534232	0.18213498215783	0.191479974985259	0.0392912123250008
ENSG00000134121	CHL1	sp|O00533|NCHL1_HUMAN	cell adhesion molecule L1 like	-0.16205575013848	0.467152513620647	-0.0324951181101222	0.828369659256965
ENSG00000134201	GSTM5	sp|P46439|GSTM5_HUMAN	glutathione S-transferase mu 5	0.150028800269297	0.273814905292429	0.0994904575948254	0.262922355097187
ENSG00000134243	SORT1	sp|Q99523|SORT_HUMAN	sortilin 1	-0.0833818702514577	0.793341524500094	-0.0298713852731491	0.889223701758253
ENSG00000134265	NAPG	sp|Q99747|SNAG_HUMAN	NSF attachment protein gamma	0.0626636440308038	0.369692838521956	0.05882977934449	0.211048436187984
ENSG00000134278	SPIRE1	sp|Q08AE8|SPIR1_HUMAN	spire type actin nucleation factor 1	-0.0207573710083674	0.965661754383336	-0.247077282665042	0.273134085802769
ENSG00000134308	YWHAQ	sp|P27348|1433T_HUMAN	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta	0.623622621230692	0.0504821710798757	-1.84410873420767	0.000214477052938534
ENSG00000134318	ROCK2	sp|O75116|ROCK2_HUMAN	Rho associated coiled-coil containing protein kinase 2	-0.143394893835745	0.448740702199501	-0.150430817430255	0.241034815543142
ENSG00000134369	NAV1	sp|Q8NEY1|NAV1_HUMAN	neuron navigator 1	0.072847958963249	0.57091464959877	-0.0559963667595274	0.509524454391665
ENSG00000134440	NARS1	sp|O43776|SYNC_HUMAN	asparaginyl-tRNA synthetase 1	-0.359162564926365	0.242443821289963	0.141810549921724	0.462171673645753
ENSG00000134444	RELCH	sp|Q9P260|RELCH_HUMAN	RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing	-0.107220756080054	0.509445006718452	-0.196704749551884	0.0939964668141243
ENSG00000134594	RAB33A	sp|Q14088|RB33A_HUMAN	RAB33A, member RAS oncogene family	0.141370028197784	0.397968964345897	-0.085385742165703	0.437514848847936
ENSG00000134684	YARS1	sp|P54577|SYYC_HUMAN	tyrosyl-tRNA synthetase 1	0.0250392929016101	0.928695280534113	0.0896841640083892	0.539816786739291
ENSG00000134769	DTNA	sp|Q9Y4J8|DTNA_HUMAN	dystrobrevin alpha	0.0566620076920566	0.728274917517411	0.0563957813017666	0.596135663851576
ENSG00000134780	DAGLA	sp|Q9Y4D2|DGLA_HUMAN	diacylglycerol lipase alpha	-0.118931197863423	0.611190218462369	-0.559732756321812	0.0114379279537309
ENSG00000134864	GGACT	sp|Q9BVM4|GGACT_HUMAN	gamma-glutamylamine cyclotransferase	0.0793549082400559	0.310138750827637	-0.0103494982996774	0.840934427741199
ENSG00000134900	TPP2	sp|P29144|TPP2_HUMAN	tripeptidyl peptidase 2	-0.191064709568271	0.168016066263503	-0.0425798843712737	0.6120628296483
ENSG00000134905	CARS2	sp|Q9HA77|SYCM_HUMAN	cysteinyl-tRNA synthetase 2, mitochondrial	0.0195418831790324	0.901181993067217	-0.0278727447587018	0.751992048047694
ENSG00000134909	ARHGAP32	sp|A7KAX9|RHG32_HUMAN	Rho GTPase activating protein 32	-0.198422391195971	0.427264210059478	-0.254526762323148	0.149109404827154
ENSG00000134996	OSTF1	sp|Q92882|OSTF1_HUMAN	osteoclast stimulating factor 1	-0.147018414943988	0.400402670109881	0.245416601559453	0.061469791126845
ENSG00000135046	ANXA1	sp|P04083|ANXA1_HUMAN	annexin A1	-0.145644903878093	0.272836897498411	0.495120858582371	0.00916652686471866
ENSG00000135069	PSAT1	sp|Q9Y617|SERC_HUMAN	phosphoserine aminotransferase 1	0.0179241347687409	0.86429650565286	0.254348144267733	0.00681704649236685
ENSG00000135070	ISCA1	sp|Q9BUE6|ISCA1_HUMAN	iron-sulfur cluster assembly 1	-0.167689665384894	0.530769234774372	-0.165784015354628	0.353442763549739
ENSG00000135090	TAOK3	sp|Q9H2K8|TAOK3_HUMAN	TAO kinase 3	-0.498171563322252	0.227774882146933	-0.460774107359027	0.10590692857774
ENSG00000135108	FBXO21	sp|O94952|FBX21_HUMAN	F-box protein 21	0.190327363060359	0.579137460619552	0.0563964445544336	0.798114206999423
ENSG00000135250	SRPK2	sp|P78362|SRPK2_HUMAN	SRSF protein kinase 2	-0.0310809935805025	0.868819786894437	-0.106457336028233	0.324541684769
ENSG00000135298	ADGRB3	sp|O60242|AGRB3_HUMAN	adhesion G protein-coupled receptor B3	-0.221454146489812	0.488205399097323	-0.507386105951016	0.0411261720287331
ENSG00000135316	SYNCRIP	sp|O60506|HNRPQ_HUMAN	synaptotagmin binding cytoplasmic RNA interacting protein	0.240429434595524	0.180639507454201	0.236639333826249	0.0583211116394735
ENSG00000135387	CAPRIN1	sp|Q14444|CAPR1_HUMAN	cell cycle associated protein 1	0.127633098841893	0.500696729234353	0.0491514376165299	0.699878238463631
ENSG00000135424	ITGA7	sp|Q13683|ITA7_HUMAN	integrin subunit alpha 7	0.336019824284916	0.174883247235486	-0.074002540769212	0.62429937145873
ENSG00000135439	AGAP2	sp|Q99490|AGAP2_HUMAN	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	-0.114895388871638	0.214070397766065	-0.363111088373053	0.00167901401657294
ENSG00000135441	BLOC1S1	sp|P78537|BL1S1_HUMAN	biogenesis of lysosomal organelles complex 1 subunit 1	-0.215486578743248	0.396666698653248	0.128517428552154	0.440176539916185
ENSG00000135525	MAP7	sp|Q14244|MAP7_HUMAN	microtubule associated protein 7	0.0102288519658321	0.967721998364159	-0.132249746404955	0.342574706114826
ENSG00000135537	AFG1L	sp|Q8WV93|AFG1L_HUMAN	AFG1 like ATPase	0.28305189738299	0.0668580012057565	-0.406108361842323	0.00341159806914788
ENSG00000135597	REPS1	sp|Q96D71|REPS1_HUMAN	RALBP1 associated Eps domain containing 1	0.431793288910635	0.456738483709927	-1.1622429997242	0.0207566586851285
ENSG00000135624	CCT7	sp|Q99832|TCPH_HUMAN	chaperonin containing TCP1 subunit 7	0.126785132798058	0.373567772097317	-0.166776086566562	0.100259993430053
ENSG00000135631	RAB11FIP5	sp|Q9BXF6|RFIP5_HUMAN	RAB11 family interacting protein 5	-0.739560496393229	0.046102343967078	-0.452744936004103	0.0312495147934748
ENSG00000135655	USP15	sp|Q9Y4E8|UBP15_HUMAN	ubiquitin specific peptidase 15	-0.210175506552396	0.332529938311946	0.383362458476335	0.0288774255058232
ENSG00000135678	CPM	sp|P14384|CBPM_HUMAN	carboxypeptidase M	0.057376884494784	0.53007033213444	0.665028319019804	0.000247692405556501
ENSG00000135709	KIAA0513	sp|O60268|K0513_HUMAN	KIAA0513	-0.0265298996944712	0.888268819409157	-0.0506411226638051	0.630442008461965
ENSG00000135720	DYNC1LI2	sp|O43237|DC1L2_HUMAN	dynein cytoplasmic 1 light intermediate chain 2	0.080727656251625	0.517537926553608	0.221125016322309	0.0305227697025725
ENSG00000135744	AGT	sp|P01019|ANGT_HUMAN	angiotensinogen	-0.0468341070840405	0.412047342219389	0.58804730325803	8.69400570208521e-05
ENSG00000135778	NTPCR	sp|Q9BSD7|NTPCR_HUMAN	nucleoside-triphosphatase, cancer-related	0.046564724458122	0.762731523123555	-0.188232180053035	0.0881158660141503
ENSG00000135821	GLUL	sp|P15104|GLNA_HUMAN	glutamate-ammonia ligase	-0.0841399933045252	0.725328045352806	-0.0623154457859249	0.694740116543213
ENSG00000135823	STX6	sp|O43752|STX6_HUMAN	syntaxin 6	-0.211925721996723	0.728274917517411	0.209432269971752	0.599107926583284
ENSG00000135829	DHX9	sp|Q08211|DHX9_HUMAN	DExH-box helicase 9	-0.0656733431054543	0.746600071294624	0.0761325675750921	0.56353689786265
ENSG00000135862	LAMC1	sp|P11047|LAMC1_HUMAN	laminin subunit gamma 1	-0.19848974366762	0.18213498215783	0.316732880368834	0.0128325549655288
ENSG00000135900	MRPL44	sp|Q9H9J2|RM44_HUMAN	mitochondrial ribosomal protein L44	0.00116372421570789	0.998128102437609	-0.130112338096038	0.525005098222699
ENSG00000135919	SERPINE2	sp|P07093|GDN_HUMAN	serpin family E member 2	-0.296357726017973	0.365205735027423	0.0527407624201785	0.776627868510654
ENSG00000135924	DNAJB2	sp|P25686|DNJB2_HUMAN	DnaJ heat shock protein family (Hsp40) member B2	-0.236116795598591	0.503317092150812	-0.305002996339411	0.204711049970848
ENSG00000135932	CAB39	sp|Q9Y376|CAB39_HUMAN	calcium binding protein 39	-0.229066811902764	0.282838219491375	0.294449685329861	0.0588248543491584
ENSG00000135940	COX5B	sp|P10606|COX5B_HUMAN	cytochrome c oxidase subunit 5B	-0.055826328777016	0.647462556695671	-0.0802612109170346	0.323558043198161
ENSG00000136021	SCYL2	sp|Q6P3W7|SCYL2_HUMAN	SCY1 like pseudokinase 2	0.099296857350943	0.799601084346815	0.196236452801031	0.440054317763254
ENSG00000136026	CKAP4	sp|Q07065|CKAP4_HUMAN	cytoskeleton associated protein 4	0.160272428619031	0.180860409107771	-0.0714293312064243	0.330775738915999
ENSG00000136044	APPL2	sp|Q8NEU8|DP13B_HUMAN	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2	0.0390599107419665	0.767798466702579	-0.358215051500979	0.00664762643954499
ENSG00000136051	WASHC4	sp|Q2M389|WASC4_HUMAN	WASH complex subunit 4	-0.185712918718802	0.78411125728732	-0.15512201121634	0.726036669906968
ENSG00000136068	FLNB	sp|O75369|FLNB_HUMAN	filamin B	0.382210440726129	0.163162988839915	0.351985875047208	0.0588248543491584
ENSG00000136111	TBC1D4	sp|O60343|TBCD4_HUMAN	TBC1 domain family member 4	-0.432877999451778	0.51072637322726	0.0786849089224777	0.849127845529419
ENSG00000136143	SUCLA2	sp|Q9P2R7|SUCB1_HUMAN	succinate-CoA ligase ADP-forming subunit beta	0.0395098131140372	0.302074392060133	-0.211028580492515	0.00059685785118247
ENSG00000136152	COG3	sp|Q96JB2|COG3_HUMAN	component of oligomeric golgi complex 3	-0.679762896766317	0.219799620230653	0.146176793818778	0.644663659614186
ENSG00000136167	LCP1	sp|P13796|PLSL_HUMAN	lymphocyte cytosolic protein 1	-0.214586315672892	0.455887479744055	0.458882371291042	0.0424320276136839
ENSG00000136193	SCRN1	sp|Q12765|SCRN1_HUMAN	secernin 1	0.0384510387910524	0.717748464691446	0.0578921423818694	0.401090334616413
ENSG00000136205	TNS3	sp|Q68CZ2|TENS3_HUMAN	tensin 3	0.0684611889654735	0.670629807606771	-0.214742258512542	0.0909348950611442
ENSG00000136267	DGKB	sp|Q9Y6T7|DGKB_HUMAN	diacylglycerol kinase beta	-0.203725979458596	0.108358021838138	-0.193665640823222	0.0312886443528425
ENSG00000136270	TBRG4	sp|Q969Z0|FAKD4_HUMAN	transforming growth factor beta regulator 4	0.226955682494622	0.0176706688429455	-0.376511141600311	0.00032940127650673
ENSG00000136319	TTC5	sp|Q8N0Z6|TTC5_HUMAN	tetratricopeptide repeat domain 5	-0.295534244046972	0.183980879831274	0.0575237255903905	0.684048233422235
ENSG00000136450	SRSF1	sp|Q07955|SRSF1_HUMAN	serine and arginine rich splicing factor 1	0.0425526289252787	0.760472294928135	0.424616138512458	0.00419503574861147
ENSG00000136478	TEX2	sp|Q8IWB9|TEX2_HUMAN	testis expressed 2	-0.428262762185511	0.384387039779529	-0.395480441534228	0.231355067436526
ENSG00000136521	NDUFB5	sp|O43674|NDUB5_HUMAN	NADH:ubiquinone oxidoreductase subunit B5	0.000853883295413027	0.998128102437609	0.188938983193194	0.246756258704398
ENSG00000136527	TRA2B	sp|P62995|TRA2B_HUMAN	transformer 2 beta homolog	-0.00407431809752031	0.981276719660312	-0.0581920494247827	0.538296061418412
ENSG00000136531	SCN2A	sp|Q99250|SCN2A_HUMAN	sodium voltage-gated channel alpha subunit 2	0.343445586678172	0.657123579444227	-0.465399521673139	0.361146363665643
ENSG00000136541	ERMN	sp|Q8TAM6|ERMIN_HUMAN	ermin	-0.105081191469265	0.57627708746511	0.851464172449432	0.00127104163630332
ENSG00000136628	EPRS1	sp|P07814|SYEP_HUMAN	glutamyl-prolyl-tRNA synthetase 1	-0.380597215755465	0.265812148526855	0.414253332783076	0.0897548315745917
ENSG00000136631	VPS45	sp|Q9NRW7|VPS45_HUMAN	vacuolar protein sorting 45 homolog	0.210099088300382	0.517537926553608	0.0384161429605049	0.865598311727637
ENSG00000136717	BIN1	sp|O00499|BIN1_HUMAN	bridging integrator 1	-0.00251751803741486	0.976522587696515	0.0413510255479987	0.365430275382984
ENSG00000136731	UGGT1	sp|Q9NYU2|UGGG1_HUMAN	UDP-glucose glycoprotein glucosyltransferase 1	-0.00823579152540078	0.966704659048289	-0.123951957428453	0.184372421221617
ENSG00000136738	STAM	sp|Q92783|STAM1_HUMAN	signal transducing adaptor molecule	-0.113168438181728	0.530816247023999	0.421567448672915	0.0126647511570142
ENSG00000136783	NIPSNAP3A	sp|Q9UFN0|NPS3A_HUMAN	nipsnap homolog 3A	-0.0595619059394489	0.503317092150812	0.148619187060132	0.0361916686708557
ENSG00000136802	LRRC8A	sp|Q8IWT6|LRC8A_HUMAN	leucine rich repeat containing 8 VRAC subunit A	-0.0201983091206586	0.962550043302095	-0.392048827502611	0.0821613615636306
ENSG00000136810	TXN	sp|P10599|THIO_HUMAN	thioredoxin	-0.141081222384367	0.387670258762592	0.67713570129213	0.00152629306083179
ENSG00000136827	TOR1A	sp|O14656|TOR1A_HUMAN	torsin family 1 member A	0.155145348604641	0.273814905292429	-0.498608331302798	0.0023803561296727
ENSG00000136830	NIBAN2	sp|Q96TA1|NIBA2_HUMAN	niban apoptosis regulator 2	-0.256299830872166	0.205793832179687	0.22479774974893	0.0962748587238503
ENSG00000136842	TMOD1	sp|P28289|TMOD1_HUMAN	tropomodulin 1	0.161466518218938	0.562550760835285	-0.140987505177189	0.439029322454715
ENSG00000136854	STXBP1	sp|P61764|STXB1_HUMAN	syntaxin binding protein 1	0.0583707720375604	0.422718768224487	-0.146800184580298	0.020710797915172
ENSG00000136888	ATP6V1G1	sp|O75348|VATG1_HUMAN	ATPase H+ transporting V1 subunit G1	0.0670796150589486	0.372915355040494	-0.180985293863965	0.0103106516364227
ENSG00000136950	ARPC5L	sp|Q9BPX5|ARP5L_HUMAN	actin related protein 2/3 complex subunit 5 like	-0.135996912400389	0.634083731449818	-0.507991948368217	0.0291972586973767
ENSG00000137040	RANBP6	sp|O60518|RNBP6_HUMAN	RAN binding protein 6	-0.105134157867836	0.736367412540447	-0.232711519314881	0.289897153633233
ENSG00000137055	PLAA	sp|Q9Y263|PLAP_HUMAN	phospholipase A2 activating protein	0.167011055333875	0.70339578098539	0.171837370151794	0.550655806176477
ENSG00000137076	TLN1	sp|Q9Y490|TLN1_HUMAN	talin 1	0.0271589719013529	0.715310506207	-0.0700502716458118	0.167254456011309
ENSG00000137100	DCTN3	sp|O75935|DCTN3_HUMAN	dynactin subunit 3	-0.0606753028741096	0.28644207890208	0.0366836136252028	0.318191656675288
ENSG00000137106	GRHPR	sp|Q9UBQ7|GRHPR_HUMAN	glyoxylate and hydroxypyruvate reductase	0.00743774721030141	0.966704659048289	0.306185891831691	0.0103614216326159
ENSG00000137168	PPIL1	sp|Q9Y3C6|PPIL1_HUMAN	peptidylprolyl isomerase like 1	0.068174836441654	0.77915380716017	-0.269753250094504	0.10803566481783
ENSG00000137267	TUBB2A	sp|Q13885|TBB2A_HUMAN	tubulin beta 2A class IIa	-0.0148444123646574	0.858366246211603	0.559522567684529	0.000223911632064791
ENSG00000137274	BPHL	sp|Q86WA6|BPHL_HUMAN	biphenyl hydrolase like	-0.435145035173285	0.490467670610885	-0.01777108069781	0.972085471692363
ENSG00000137409	MTCH1	sp|Q9NZJ7|MTCH1_HUMAN	mitochondrial carrier 1	0.0854424778959905	0.477772743838191	-0.536003473383678	0.00127104163630332
ENSG00000137449	CPEB2	sp|Q7Z5Q1|CPEB2_HUMAN	cytoplasmic polyadenylation element binding protein 2	0.142433375529966	0.412427088084295	-0.154970794965553	0.194382630090278
ENSG00000137486	ARRB1	sp|P49407|ARRB1_HUMAN	arrestin beta 1	-0.302736789490034	0.341875868001771	-0.487214613882564	0.0453421463255678
ENSG00000137497	NUMA1	sp|Q14980|NUMA1_HUMAN	nuclear mitotic apparatus protein 1	0.0202056827846941	0.702523072468974	0.293980181432779	0.00059685785118247
ENSG00000137509	PRCP	sp|P42785|PCP_HUMAN	prolylcarboxypeptidase	0.027515737862764	0.878951866076888	0.263799231047652	0.0759078220620826
ENSG00000137563	GGH	sp|Q92820|GGH_HUMAN	gamma-glutamyl hydrolase	0.211456089457184	0.183980879831274	-0.266498818353883	0.0291801881052034
ENSG00000137575	SDCBP	sp|O00560|SDCB1_HUMAN	syndecan binding protein	0.0842703626589933	0.510465234150944	-0.0821296927248438	0.334420087345427
ENSG00000137710	RDX	sp|P35241|RADI_HUMAN	radixin	0.157765709748155	0.48003907406956	0.558716047868076	0.00922091816011572
ENSG00000137824	RMDN3	sp|Q96TC7|RMD3_HUMAN	regulator of microtubule dynamics 3	-0.0506720549559081	0.715233493061373	0.243772164228221	0.0291152302827008
ENSG00000137825	ITPKA	sp|P23677|IP3KA_HUMAN	inositol-trisphosphate 3-kinase A	-0.00872042063779567	0.95761907615854	-0.341722976482226	0.00522858778824447
ENSG00000137845	ADAM10	sp|O14672|ADA10_HUMAN	ADAM metallopeptidase domain 10	0.064761441286656	0.689288894650977	0.406841644869528	0.00829608721333308
ENSG00000137944	KYAT3	sp|Q6YP21|KAT3_HUMAN	kynurenine aminotransferase 3	-0.0905093359911149	0.856913355483226	0.0179513021323447	0.955541912632045
ENSG00000137992	DBT	sp|P11182|ODB2_HUMAN	dihydrolipoamide branched chain transacylase E2	-0.0508964747676354	0.715310506207	-0.301326415064726	0.0148698906638131
ENSG00000137996	RTCA	sp|O00442|RTCA_HUMAN	RNA 3'-terminal phosphate cyclase	-0.221744416570809	0.519399651588117	0.272037023847416	0.259930912785952
