Gene.ID	Gene.Symbol	X1.AD_A	X2.AD_A	X3.AD_A	X4.AD_A	X1.AD_B	X2.AD_B	X3.AD_B	X4.AD_B	X1.AD_C	X2.AD_C	X3.AD_C	X4.AD_C
ENSG00000131725	WDR44	122880	5860.8	140190	157180	116070	5843.1	114500	156530	69299	3096.9	79243	94276
ENSG00000131773	KHDRBS3	91674	4758.2	87597	152970	58336	3682.5	52606	98312	31972	1819	28626	54980
ENSG00000131828	PDHA1	1326400	64630	1473500	1534500	752390	36904	817770	881310	551820	25334	555620	639980
ENSG00000131966	ACTR10	7613.3	243.2	9109	13260	8607.5	484.69	9743	15724	6408.5	162.54	6790.9	11018
ENSG00000131981	LGALS3	22469	1444.1	24805	37980	9702.1	431.95	10488	16601	4241.9	145.3	4888.6	8641.7
ENSG00000132002	DNAJB1	333770	17735	451140	587340	81797	4314.3	164660	205990	62240	2387.7	139240	168110
ENSG00000132153	DHX30	133730	7212.6	196840	198820	52463	2040.1	83412	80366	49814	2595	72128	67753
ENSG00000132254	ARFIP2	16502	584.04	17569	23628	53927	2868.8	58494	79495	38409	1844.2	44323	59718
ENSG00000132305	IMMT	658700	30080	572900	927680	261560	12488	252100	331660	152770	8861.2	200370	247630
ENSG00000132330	SCLY	40821	2652.7	41968	60171	24364	1288.4	25742	37062	11369	694.44	16835	17533
ENSG00000132341	RAN	201230	9867.8	227250	264300	90264	4221.2	100200	113070	89910	4030	98682	112140
ENSG00000132359	RAP1GAP2	41668	2016	42351	48794	93983	5004.5	106440	124370	61477	2917.5	64823	74700
ENSG00000132376	INPP5K	31478	1687.1	35586	44289	9099.5	363.32	13246	11376	NA	NA	NA	NA
ENSG00000132434	LANCL2	729950	37190	745820	1091800	145720	7324.7	175340	226470	57231	3178.4	65596	100030
ENSG00000132470	ITGB4	72675	3770.9	87723	122450	3968	347.71	12752	17157	1502.5	63.25	2342.3	2881
ENSG00000132471	WBP2	59948	6502.6	159030	192600	34548	5394.6	131920	163520	37709	2127.8	57526	72992
ENSG00000132535	DLG4	45418	2001.2	183810	209290	57397	3314.9	130050	145290	47714	2405.3	83479	95926
ENSG00000132541	RIDA	344250	16959	388060	491690	181260	9276.1	185440	251150	256560	14441	271290	381780
ENSG00000132563	REEP2	210530	10709	220800	246510	87073	4704.7	92458	112230	56604	3484.5	60075	64302
ENSG00000132589	FLOT2	282090	20105	439020	626580	151250	8125.1	216990	310010	130250	6900.6	166900	245860
ENSG00000132612	VPS4A	518600	24375	570330	699490	220610	10664	242350	299380	143060	6642.9	165940	198340
ENSG00000132622	HSPA12B	548140	27368	572680	805020	195660	10004	199260	288800	85280	4582.7	85253	126210
ENSG00000132639	SNAP25	805590	37918	701720	1019100	452130	19857	393110	610620	531880	24873	449510	694330
ENSG00000132688	NES	30084	1264.4	34401	53048	20358	670.06	22151	28985	NA	NA	NA	3964.2
ENSG00000132692	BCAN	494740	23616	526130	726930	132930	6523	147470	181610	65649	2963.3	71279	91143
ENSG00000132694	ARHGEF11	104070	4790.6	96888	135820	28478	1410.8	25516	40814	23349	908.93	21456	30655
ENSG00000132702	HAPLN2	493220	24789	559410	945440	453980	22304	539900	859680	261250	13469	311150	504850
ENSG00000132718	SYT11	28886	1348.2	46366	54129	13771	569.9	24606	26950	8225.7	208.56	9824.5	10555
ENSG00000132792	CTNNBL1	49342	2452.8	57157	76699	20028	784.83	23996	31233	13094	694.36	14647	19707
ENSG00000132912	DCTN4	268270	12823	341580	422390	124790	6121	176620	216360	144910	7692.1	192220	225260
ENSG00000133026	MYH10	1772100	93809	1829900	2692300	995810	52416	1056100	1535300	659020	33423	643890	982710
ENSG00000133083	DCLK1	931170	50276	972990	1241900	630480	32177	622060	807340	388050	19487	322980	433280
ENSG00000133313	CNDP2	939600	49258	1069700	1598800	685940	33259	814100	1182700	348190	17715	398150	595900
ENSG00000133318	RTN3	360490	19669	326930	477250	147160	7193.1	126930	198060	112350	6254.7	101210	148030
ENSG00000133401	PDZD2	102040	4273.4	99760	178130	26003	1029.2	26714	43471	48051	2036.8	48345	85131
ENSG00000133612	AGAP3	221030	11416	246550	332290	185560	8292.6	204830	268430	56077	3293.4	71721	90359
ENSG00000133706	LARS1	150400	6459.2	152560	208790	70361	3413.3	65944	96483	47743	2031.4	48333	67976
ENSG00000133731	IMPA1	423620	21278	502490	715590	378890	20372	468140	620780	257760	12269	342990	455200
ENSG00000133742	CA1	279460	13286	211940	273810	104940	5643.4	91798	111050	47061	2316.1	37429	45413
ENSG00000133789	SWAP70	109890	4540	146880	156780	66493	3139.5	85784	93030	51706	2531.3	66225	76202
ENSG00000133805	AMPD3	148420	8221	187290	228930	27996	1387.2	34047	43275	39482	2425.8	50691	63900
ENSG00000133818	RRAS2	29369	1575.3	40040	43312	12944	363.8	16586	19340	6577.3	163.17	8072.7	9705.1
ENSG00000133835	HSD17B4	655500	34506	905450	1173200	389500	21518	556240	621760	328430	16893	473590	571370
ENSG00000133943	DGLUCY	203220	9241.3	98278	234100	188990	8117.9	96846	222400	93146	4299.1	52983	106130
ENSG00000133961	NUMB	13354	648.28	15805	17211	4864.2	129.66	5706.5	6260.5	3835.2	NA	5095.7	4591.2
ENSG00000133985	TTC9	163180	9059.1	171690	208020	69218	3660.6	79032	106340	48813	2374.5	52001	71236
ENSG00000134001	EIF2S1	396540	21638	481590	498440	225990	11867	283170	285420	145120	7168.4	180180	187690
ENSG00000134014	ELP3	60602	2887	80735	80919	27998	1425.4	32163	37985	14769	571.72	15690	18052
ENSG00000134108	ARL8B	346470	19178	399410	572430	227750	12616	266600	395200	245460	13796	288260	432370
ENSG00000134121	CHL1	237390	12064	251540	302200	144680	6956.1	152620	179310	60753	2804.7	63724	79304
ENSG00000134201	GSTM5	396970	20896	302520	427000	86777	5271.7	82901	111100	103000	5404	82485	122060
ENSG00000134243	SORT1	155480	8020.9	156130	218480	230980	12193	255730	369410	134540	7301.9	147900	215120
ENSG00000134265	NAPG	716720	35315	744940	1042500	566860	30517	622460	874500	220300	11526	234780	328700
ENSG00000134278	SPIRE1	39784	2634.4	43337	47799	26216	1186.9	30021	34145	34561	1356	37420	40615
ENSG00000134308	YWHAQ	192600	15699	704180	263890	162020	12750	577240	214530	149940	11060	537390	197750
ENSG00000134318	ROCK2	235250	11649	295990	393960	114820	5305.7	188040	200840	83112	4266.9	116420	133160
ENSG00000134369	NAV1	63772	3056.2	67035	81825	34607	1805.4	39371	49960	21665	1238.3	22734	29734
ENSG00000134440	NARS1	48655	1682.5	55241	81732	35142	1147.2	37843	56798	10272	1007.7	23751	33579
ENSG00000134444	RELCH	111100	5353.1	125300	140480	50197	2106.2	55470	59741	21976	953.9	25162	27695
ENSG00000134594	RAB33A	19990	1154.6	21830	27757	17348	1052.1	20901	26876	12450	585.67	14088	16421
ENSG00000134684	YARS1	425690	21444	445420	578870	371760	19765	358450	526310	176550	8958.3	189110	254880
ENSG00000134769	DTNA	98779	7052.2	171520	234570	114870	5547.1	145630	181440	90267	4498.9	109650	146660
ENSG00000134780	DAGLA	196060	9928.5	238940	204010	60041	3004.4	73623	61262	44345	1923.4	53905	50214
ENSG00000134864	GGACT	75448	4050.9	95199	120270	23430	1191.7	30280	41558	16360	867.74	21769	27967
ENSG00000134900	TPP2	125430	6168	135660	167070	38164	1497.7	41492	54039	36627	1718.8	39208	50382
ENSG00000134905	CARS2	29191	1440.9	34840	47571	NA	NA	NA	NA	11412	593.03	15209	18630
ENSG00000134909	ARHGAP32	59113	3276.9	73569	80610	25153	959.82	29738	32027	16785	575.29	20850	22652
ENSG00000134996	OSTF1	93044	4584.1	85572	121510	59435	2820.2	59455	81126	74093	3279.2	71026	112630
ENSG00000135046	ANXA1	33461	1595	50250	156810	13191	557.44	21902	81782	10778	NA	13012	44698
ENSG00000135069	PSAT1	1164500	56214	1513900	2359700	612270	31389	821280	1367300	483410	16127	638080	1124600
ENSG00000135070	ISCA1	113590	6182.8	126130	141750	118790	4066	125390	145540	60758	2826	63919	79007
ENSG00000135090	TAOK3	25560	1151.8	34203	31612	10282	256.67	14341	13589	8931.9	346.08	11697	11661
ENSG00000135108	FBXO21	29113	1387.8	35840	46397	1036.6	NA	1316.2	1690.4	14761	915.82	15450	22210
ENSG00000135250	SRPK2	109690	5696.7	113810	143020	49866	2437.4	52064	59984	46542	2203.8	50406	63779
ENSG00000135298	ADGRB3	6670.5	258.37	9684.6	8454.5	43346	2040.1	45367	45852	28360	1205.5	31824	28582
ENSG00000135316	SYNCRIP	424190	24921	406130	603170	80884	5270	71787	118600	38242	2124.7	37875	58608
ENSG00000135387	CAPRIN1	205980	10007	212460	332830	106850	6117.7	108680	178560	68321	3905.3	66358	110320
ENSG00000135424	ITGA7	125840	6777.7	167700	222500	114330	6218.1	133390	172020	68960	4575.7	93416	122540
ENSG00000135439	AGAP2	324720	15080	371140	374430	147350	7046	171870	182610	106980	5488.8	126830	135210
ENSG00000135441	BLOC1S1	37468	2170.4	46492	63685	32976	1600.5	36539	54590	17847	811.41	20765	29169
ENSG00000135525	MAP7	86572	4509	97124	117250	40587	2376.1	49860	57781	11064	455.06	11110	14939
ENSG00000135537	AFG1L	53881	3655.3	68122	63267	41166	2204.6	45917	46369	20627	1266.3	24227	23795
ENSG00000135597	REPS1	10907	822.83	22957	11466	5220.5	493.63	12328	5798.5	18460	822.27	25581	26541
ENSG00000135624	CCT7	817530	40973	872810	1230900	505130	26528	556470	752510	346180	18932	389810	512080
ENSG00000135631	RAB11FIP5	16665	404.27	18546	17804	7807.3	226.11	9030.3	9138.7	4015.2	150.79	5027.6	4594.3
ENSG00000135655	USP15	70576	3044.8	63099	122470	59341	2746.5	58353	94179	25951	1075.6	23284	44641
ENSG00000135678	CPM	96767	5251.9	74342	161730	42030	2137.1	35894	71264	27105	1359.1	22673	47628
ENSG00000135709	KIAA0513	258100	11196	225010	283640	180880	9818	162410	207120	108110	5787	100650	128250
ENSG00000135720	DYNC1LI2	311280	15468	353250	539760	212830	10522	257200	353720	174210	8551	207920	287550
ENSG00000135744	AGT	62924	3459.5	74506	146060	36558	2000.7	42079	86421	26112	1180.6	28217	60285
ENSG00000135778	NTPCR	15679	723.25	15769	19974	56845	3233.6	63329	71403	52119	2812.2	60970	65208
ENSG00000135821	GLUL	662410	30880	562180	891630	283390	13045	273310	381790	491890	24811	455960	686240
ENSG00000135823	STX6	9235.7	593.9	7434.5	35619	8382.6	400.28	6847.3	19992	4221.3	108.66	3785	5230.1
ENSG00000135829	DHX9	290610	16910	330870	468680	178920	8596.4	210600	291160	97938	4092.2	107170	150560
ENSG00000135862	LAMC1	68338	2993.8	61307	108250	35384	1648.2	34428	58297	10416	427.71	10736	15818
ENSG00000135900	MRPL44	16229	977.48	18472	23640	8505.5	478	11140	13079	6136.6	223.19	7231.7	8357.8
ENSG00000135919	SERPINE2	21519	1035.5	25969	35551	4059	141.04	4531.5	6119.2	NA	NA	NA	NA
ENSG00000135924	DNAJB2	217890	10644	228230	283680	79530	3711	84096	106420	46405	2337.6	49488	69321
ENSG00000135932	CAB39	216260	11053	220570	332950	199740	8776.3	199680	294330	80186	3170	79665	119300
ENSG00000135940	COX5B	468090	22164	542910	552920	322230	16051	374500	380120	203110	9227.2	234890	242080
ENSG00000136021	SCYL2	51538	2491.4	46787	81643	33424	1959.2	35991	46201	NA	NA	NA	NA
ENSG00000136026	CKAP4	238840	13444	299140	387410	192700	13083	251290	327280	125900	9439.9	162710	207060
ENSG00000136044	APPL2	72844	3856.3	97028	108060	74593	3927.8	115700	120420	53740	2936.4	72908	74242
ENSG00000136051	WASHC4	7006.6	191.12	9118.9	11582	10356	591.18	10345	13440	15701	713.31	20029	21803
ENSG00000136068	FLNB	95533	4868.2	125120	216870	28983	2161.1	46232	72867	3757.6	579.65	10860	19797
ENSG00000136111	TBC1D4	12423	349.43	12657	16873	7281.6	350.19	7428.8	10623	NA	NA	NA	NA
ENSG00000136143	SUCLA2	1321500	65308	1590500	1740000	772980	38243	989390	1060900	626590	31754	790200	851610
ENSG00000136152	COG3	NA	NA	NA	NA	6621.3	158.89	6846.9	9147	3313.9	131.9	3648.4	5830.5
ENSG00000136167	LCP1	117420	5366.6	103990	166280	44326	1766.1	42495	80469	32914	1012.1	28734	52338
ENSG00000136193	SCRN1	183000	10038	224200	309030	132430	7674.1	173310	229360	118690	5921.9	149390	205280
ENSG00000136205	TNS3	NA	NA	NA	NA	61756	2936	89090	101140	39320	2228.8	57370	65416
ENSG00000136267	DGKB	120370	5257.4	133020	156380	55038	2133.8	62550	72666	31621	1496.5	34385	40736
ENSG00000136270	TBRG4	150190	8775.2	189300	201810	64176	3652.6	84421	83503	40311	2386.6	55236	54492
ENSG00000136319	TTC5	35395	1440.4	30875	42176	45650	1990.2	47986	62629	27980	1454.1	29219	40617
ENSG00000136450	SRSF1	169370	7855.8	146820	341270	103890	4901.2	93787	213690	88308	5059	80039	178470
ENSG00000136478	TEX2	95378	5793.7	100560	82053	5888	187.64	6465	7328.6	3792	111.77	4635.5	4561.9
ENSG00000136521	NDUFB5	191140	9361.6	207090	259640	74483	3452.2	80131	113330	31992	1879.7	29942	45672
ENSG00000136527	TRA2B	113350	6184.7	130890	167370	49457	2320.3	57782	72113	28989	1526.5	32140	41321
ENSG00000136531	SCN2A	313170	16508	336900	474020	194040	9031.6	205540	290180	66689	2890.9	76340	96588
ENSG00000136541	ERMN	459710	21573	417910	967170	173640	7749.5	159630	395310	165900	8478.9	154380	351270
ENSG00000136628	EPRS1	32808	1102.4	68349	96848	NA	NA	37694	43725	37282	1634.3	58105	87612
ENSG00000136631	VPS45	151110	11711	175650	252410	36488	2262	43235	66434	29546	1343.9	34847	47420
ENSG00000136717	BIN1	1438000	73303	1341700	2166800	910260	46195	856460	1389100	568550	29619	546160	861900
ENSG00000136731	UGGT1	141770	7672.1	197520	243410	33699	1691.4	35746	45042	42162	1892.2	55236	65033
ENSG00000136738	STAM	98908	5311.1	108140	151350	104150	4891.4	86043	174230	30533	1342.8	31982	52992
ENSG00000136783	NIPSNAP3A	141390	7215.3	177640	261550	44266	2225	57461	70715	52605	2577.8	66302	94354
ENSG00000136802	LRRC8A	70900	3384.3	86038	90103	116890	6590	135900	136240	28903	1068.1	35355	37284
ENSG00000136810	TXN	229620	9516.3	190210	364390	153710	6262.6	127950	266420	114140	4835.9	93145	193890
ENSG00000136827	TOR1A	106620	6545.2	121430	111150	53906	2874.4	63992	59084	33220	1720.9	39941	38140
ENSG00000136830	NIBAN2	NA	NA	NA	NA	23363	976.6	23024	38075	16703	686.46	17297	24902
ENSG00000136842	TMOD1	72441	4325.3	74353	92981	20087	1058.5	23877	25353	NA	NA	NA	NA
ENSG00000136854	STXBP1	1942700	102310	2262300	2353800	1074300	53490	1238800	1292400	944410	49546	1093000	1154800
ENSG00000136888	ATP6V1G1	271240	13766	292350	348720	136640	6509.4	176970	184080	106820	5375.2	133420	141060
ENSG00000136950	ARPC5L	410900	19737	479690	459250	125430	6381.2	151290	140080	98155	4465.3	114910	107720
ENSG00000137040	RANBP6	47965	2084.7	57029	62792	4641.3	236.82	5340.5	5586.9	NA	NA	NA	NA
ENSG00000137055	PLAA	40925	1815.4	41344	64393	10951	619.7	12206	18652	6443	488.34	6400.2	8750.3
ENSG00000137076	TLN1	665390	36759	810210	1167300	444270	25235	535520	757920	335620	17678	416850	593090
ENSG00000137100	DCTN3	431370	20991	471540	624540	125850	5994.9	137590	179950	60103	2851.9	63779	87201
ENSG00000137106	GRHPR	649850	33878	679900	1155100	409380	20054	430730	759940	313940	15807	352360	576430
ENSG00000137168	PPIL1	26760	3277.2	81896	120340	10562	1358.5	32000	47527	7642.2	1175.7	23832	37576
ENSG00000137267	TUBB2A	10739000	542730	11408000	14342000	7207700	378390	7892200	9870200	4842200	247000	5254200	6711500
ENSG00000137274	BPHL	48661	2088.5	55814	55709	24845	1397.5	25069	27955	3807.3	75.961	2399.9	3660.1
ENSG00000137409	MTCH1	527530	27524	705090	669950	356540	18368	481960	429910	237040	13622	329170	281800
ENSG00000137449	CPEB2	59359	3491	59072	71080	40546	1894.6	41748	50364	20446	1228.7	22303	25336
ENSG00000137486	ARRB1	114720	6217.9	157590	139350	4401	145.08	5323.5	5643.3	38160	1803.9	52585	45979
ENSG00000137497	NUMA1	132330	9902.9	231410	335900	76392	4888.4	107630	176820	50635	2912.7	72018	109420
ENSG00000137509	PRCP	NA	NA	NA	NA	12531	646.69	17002	26828	6824.7	336.71	8111.1	12918
ENSG00000137563	GGH	57612	3795.7	74050	76740	25101	1379.8	30899	35617	15970	840.63	20042	21940
ENSG00000137575	SDCBP	202090	12065	220150	266520	140070	7487.7	149660	221270	73915	3802.1	78598	102970
ENSG00000137710	RDX	137490	7969	135890	235150	79552	4450.6	71735	147120	59861	3447.7	52826	109400
ENSG00000137824	RMDN3	228530	11138	223210	378670	135980	5663.7	127650	218730	78193	3925.7	80786	127860
ENSG00000137825	ITPKA	478110	41448	603190	629430	124610	6767.7	130710	130270	160080	11483	186560	208420
ENSG00000137845	ADAM10	105820	5204.7	124550	211900	79519	3643.4	96402	164810	43396	2635.8	52471	93962
ENSG00000137944	KYAT3	279580	14984	370910	540430	104530	5784.8	143180	212220	14779	507.06	24994	31231
ENSG00000137992	DBT	180530	9907.2	212340	219190	65463	3934.9	79589	84581	33353	2031.7	43698	44712
ENSG00000137996	RTCA	NA	NA	NA	NA	77366	2757.9	68766	111020	24398	1233.5	24753	38973
ENSG00000138029	HADHB	371290	20780	436670	645470	90289	5342.4	118730	166430	122030	5850.8	146540	220100
ENSG00000138032	PPM1B	436610	20344	606830	656470	196060	9869.6	257130	274370	117430	6019.3	155840	170500
ENSG00000138035	PNPT1	NA	NA	NA	NA	38033	1363.2	36121	37500	12040	383.29	11717	13345
ENSG00000138071	ACTR2	344280	15632	330030	496760	161340	7872.6	158920	240800	172860	8159.9	170970	264490
ENSG00000138073	PREB	63347	3238.1	72681	76395	34575	2041.5	43298	40011	NA	NA	NA	NA
ENSG00000138078	PREPL	85325	4330.8	93478	145160	26032	1295.8	22692	58408	19725	1025.2	20085	40190
ENSG00000138095	LRPPRC	713130	37261	870170	1045400	293330	15277	361310	454750	284540	13918	322060	404770
ENSG00000138119	MYOF	47283	1696.6	59643	67013	3397.4	139.99	4568.9	3519.7	12315	455.23	13071	17678
ENSG00000138175	ARL3	53807	2055.4	54819	60099	24093	846.87	22899	27294	18638	741.59	19151	20926
ENSG00000138246	DNAJC13	56035	3087.1	65323	74567	29081	1307.5	36355	39827	20333	955.9	24301	32288
ENSG00000138279	ANXA7	537190	30005	625480	1002500	184140	8461.9	218230	341530	241890	12992	282250	449810
ENSG00000138363	ATIC	269420	14019	290620	400500	135440	5967.4	144720	205980	66846	3924.1	70582	103720
ENSG00000138385	SSB	102240	5569	71495	166780	23807	1076.7	19220	35972	51651	2979.8	33850	84861
ENSG00000138411	HECW2	19454	1391.5	32932	37429	30224	1435.2	37661	43441	5955.5	282.77	10335	12913
ENSG00000138413	IDH1	97716	5569.5	106540	202940	126380	6232.6	146030	266650	74739	3888.3	85798	155970
ENSG00000138430	OLA1	95547	4678.6	109980	144460	40948	2094.2	49011	66809	70698	3384.3	68576	103890
ENSG00000138443	ABI2	452930	24999	523920	559430	246120	12276	257240	326560	136430	6400.3	160640	163310
ENSG00000138594	TMOD3	59360	2639.5	74957	106070	25940	959.19	33289	51385	24335	1326.7	28970	44560
ENSG00000138663	COPS4	339160	18720	366130	492410	151040	7778.8	178700	200650	140040	5783	152280	186210
ENSG00000138674	SEC31A	88628	5241.2	97265	120300	34965	1542.5	41661	50938	22287	1237.2	27206	29247
ENSG00000138698	RAP1GDS1	630230	32191	650560	1007100	360230	18422	381050	581520	294490	14851	311950	460760
ENSG00000138750	NUP54	28451	1234.2	34049	39343	12200	534.7	13946	17364	NA	NA	NA	NA
ENSG00000138758	SEPTIN11	538620	30894	670150	962200	349140	20159	417740	585930	159380	10339	203150	312510
ENSG00000138760	SCARB2	218100	9664.4	240930	493150	136210	6842.2	151970	322250	85382	4063.3	104610	215370
ENSG00000138768	USO1	299590	15806	266580	397280	89587	4349.9	76962	118850	93304	4523.3	84046	119120
ENSG00000138772	ANXA3	118470	5302.6	165960	165880	NA	NA	NA	NA	20648	895.95	29415	24688
ENSG00000138777	PPA2	187870	8593.4	192240	318110	93901	4473.8	92982	154610	66980	3341.3	68992	112470
ENSG00000138796	HADH	301130	13794	360710	371550	254150	13086	305650	320780	185540	9359.3	226350	233640
ENSG00000138802	SEC24B	5621.2	110.33	5281	8812.1	2939	70.749	2922.4	5184.5	1561.7	NA	1495.5	2751.6
ENSG00000138814	PPP3CA	325120	15730	405820	471850	267760	12813	303870	375920	125350	6087.9	158210	162110
ENSG00000138834	MAPK8IP3	426920	21482	511710	576770	186770	9584.2	227720	259080	78609	3787.9	98198	108740
ENSG00000139116	KIF21A	463000	23785	487840	609870	416960	20481	499100	562100	267110	13918	318960	360260
ENSG00000139131	YARS2	158750	11122	178910	233420	22502	1127.9	25336	32344	24032	1048	29869	34944
ENSG00000139180	NDUFA9	485580	26207	630480	736120	268380	12576	333850	376440	181380	10461	222880	267690
ENSG00000139220	PPFIA2	206790	12804	231870	268190	67377	3466.1	72545	79952	98179	4758.1	102190	118160
ENSG00000139410	SDSL	71253	3603.5	86100	113820	49036	2704.3	66760	92865	48363	2479.4	61944	88561
ENSG00000139428	MMAB	126250	6947.7	183160	177300	76982	4006.4	115860	103860	44947	2301.6	65532	60088
ENSG00000139433	GLTP	17978	1035.1	19972	45084	20601	697.61	21726	48966	13965	663.62	15307	36160
ENSG00000139637	MYG1	96330	5735.5	120970	140100	53268	2755	67798	70656	24461	1278.9	33505	35771
ENSG00000139641	ESYT1	235720	12913	258980	469360	97327	5958.9	102160	164410	63721	3657.6	68474	124030
ENSG00000139722	VPS37B	37860	2009.8	41331	60446	44278	1936.4	47221	70194	6915.5	283.61	8670.5	11815
ENSG00000139842	CUL4A	28479	1336	32101	34499	NA	NA	NA	NA	10343	484.77	11522	12183
ENSG00000139910	NOVA1	79536	8049.7	115620	140520	2457.1	183.48	11077	12371	29834	2478.3	43010	52322
ENSG00000139970	RTN1	323960	22277	425870	639710	116520	10020	156310	264630	56951	6404.6	135040	211080
ENSG00000140043	PTGR2	197250	10496	277770	328080	84035	5167.8	124460	152650	41920	1708.5	61989	82439
ENSG00000140105	WARS1	236090	13308	297120	334900	103390	5808.4	122040	132940	96023	5530.4	111390	126470
ENSG00000140365	COMMD4	13937	672.86	15414	23083	7852.9	283.55	8954.2	15068	NA	NA	NA	NA
ENSG00000140374	ETFA	570560	38010	786340	971800	41622	5306.5	131150	172110	104590	6506	158260	194520
ENSG00000140395	WDR61	30043	1977.3	32506	41382	17457	568.25	19153	23001	10212	875.34	10710	13221
ENSG00000140416	TPM1	73300	3273.7	74393	116200	41844	1434	42156	60943	33638	1419.4	34918	52151
ENSG00000140474	ULK3	33804	1892.8	40891	46083	50912	2003.2	61235	72882	7027.5	395.22	9102.3	9031.6
ENSG00000140538	NTRK3	74003	4080.8	83825	101740	46644	2141.5	47074	65044	NA	NA	NA	NA
ENSG00000140545	MFGE8	63870	4068.9	90164	122570	49102	2608.7	62779	90515	36110	2193.5	47425	62226
ENSG00000140553	UNC45A	NA	NA	NA	NA	31728	1720.5	37647	41025	8789.1	263.58	9685.3	10591
ENSG00000140600	SH3GL3	61794	3270.9	61525	87236	87905	4431.4	92207	139960	54810	2768.3	63902	96794
ENSG00000140688	RUSF1	44055	2357.3	52654	52007	34222	1712.9	35650	39718	24008	921.83	24785	27488
ENSG00000140718	FTO	96437	6037	114780	134100	54953	2817	61829	73553	43935	2702	51149	63029
ENSG00000140740	UQCRC2	342920	17454	403410	433790	195700	10703	236730	263210	126690	7281.2	150340	172890
ENSG00000140848	CPNE2	14681	657.77	18977	21107	11281	520.59	13080	14709	6829.4	286.82	9331.7	10477
ENSG00000140854	KATNB1	166170	8197.7	195250	238850	14752	1041.6	17692	16299	41994	1448.2	50824	59468
ENSG00000140990	NDUFB10	475180	27066	483830	665160	245600	11058	253120	368690	241850	13373	238780	342500
ENSG00000140992	PDPK1	218690	12363	236390	351380	112440	5277.6	106340	171320	67105	3609	72095	106480
ENSG00000141030	COPS3	55891	3280.1	64996	78812	21864	642.82	24020	34527	13870	505.09	16929	21174
ENSG00000141279	NPEPPS	2616600	136090	3180200	4695400	1410300	74982	1656000	2420700	1172100	62566	1366900	2070200
ENSG00000141367	CLTC	3748200	188660	4605800	4765300	2014800	103880	2520500	2652100	1439100	74062	1791800	1874900
ENSG00000141376	BCAS3	117540	6370.4	141520	199460	93110	4198.5	111380	147260	45853	2000.6	48578	60157
ENSG00000141385	AFG3L2	555320	29793	608300	901410	454460	23825	483570	688580	281240	15950	303470	443880
ENSG00000141425	RPRD1A	21517	1096.7	24553	29086	20439	1130.7	25669	28685	NA	NA	NA	NA
ENSG00000141447	OSBPL1A	21177	1062	22979	29734	36802	1211.4	40864	57127	7722.4	261.03	9146	9890.1
ENSG00000141543	EIF4A3	117870	5750.5	153830	150880	11177	292.12	13097	12564	7478.1	361.82	10702	8193.7
ENSG00000141560	FN3KRP	118430	5443.6	133670	186020	75116	3922.3	84134	161010	35042	1318	38716	77263
ENSG00000141564	RPTOR	56784	2549.8	73214	71466	NA	NA	NA	NA	5374.3	304.44	6526.2	8772.7
ENSG00000141959	PFKL	347030	21785	405030	546650	102770	4540.5	116610	156970	105160	4405.4	116500	162630
ENSG00000141985	SH3GL1	31668	1495.7	45344	45410	12225	478.81	18084	17504	4920.3	207.08	8705.3	5310.5
ENSG00000142192	APP	228850	12902	221970	476290	129290	5517.9	105910	255340	138640	6096.8	112870	245740
ENSG00000142235	LMTK3	25229	1343.7	36063	31142	17921	809.85	20714	17818	11171	784.89	12905	13903
ENSG00000142453	CARM1	50305	2011.8	59953	64757	20243	1065.1	24542	25515	15060	842.67	18357	20568
ENSG00000142507	PSMB6	125870	6481.9	158730	155250	74417	4079	97402	93547	NA	NA	NA	NA
ENSG00000142634	EFHD2	247780	13213	325480	404530	198670	9743.2	254870	324680	102810	5295.8	137190	173770
ENSG00000142655	PEX14	73630	4336.6	91985	115810	10500	529.82	13925	18751	20590	1243.2	27272	32867
ENSG00000142657	PGD	66585	3835.9	73368	114180	33932	1666.4	37570	54506	24349	1043.1	28159	41276
ENSG00000142676	RPL11	74965	3638.5	82943	118850	58144	2672	62119	94920	55582	2904.6	59509	89496
ENSG00000142910	TINAGL1	174200	10405	213100	234430	72684	3009.4	89050	95125	46127	2423.7	59002	63198
ENSG00000142937	RPS8	163030	8611.3	132120	277510	29505	1243.1	24653	49958	43955	1961.2	33012	72021
ENSG00000142949	PTPRF	115740	5406.4	154970	160780	41101	2169.6	53220	60439	21118	1071.4	27140	25817
ENSG00000143149	ALDH9A1	714770	40649	1102200	1581700	328700	17202	498900	709420	264920	13942	375990	580030
ENSG00000143153	ATP1B1	1452900	75628	1756200	1763300	757400	37260	931730	909080	449550	23328	542710	541540
ENSG00000143222	UFC1	54128	2844.7	76012	86749	35583	1833.2	47180	61188	30217	1332.1	38895	49563
ENSG00000143353	LYPLAL1	210560	11266	268730	374740	110420	5983	144250	210650	68207	4124.7	88580	131740
ENSG00000143363	PRUNE1	281430	14692	313700	402000	68845	2559.9	74383	98925	114700	5876.9	132980	163120
ENSG00000143376	SNX27	339460	17108	373740	516090	NA	NA	NA	NA	51992	2152.7	58766	83547
ENSG00000143409	MINDY1	27022	1565.6	48885	77970	20776	954.42	33432	57211	NA	NA	9934.3	13117
ENSG00000143416	SELENBP1	450180	21809	535790	782570	267960	11562	289760	475270	90689	3146.2	100870	171850
ENSG00000143549	TPM3	877270	39474	583080	1346500	392530	18786	282640	644030	289150	12329	190040	462530
